precision,recall,f1-score,support
0.7997722095671982,0.8308092759110269,0.8149953574744662,4226.0
0.863323782234957,0.8032524660090643,0.8322054964783868,3751.0
0.1293634496919918,0.15789473684210525,0.14221218961625282,399.0
0.6231343283582089,0.6447876447876448,0.6337760910815939,259.0
0.7821656050955414,0.7821656050955414,0.7821656050955414,0.7821656050955414
0.603898442463089,0.6091860308874604,0.6057972836626749,8635.0
0.7911027993359797,0.7821656050955414,0.7859483345946198,8635.0
