precision,recall,f1-score,support
0.8065826031203248,0.8930430667297681,0.8476137001684446,4226.0
0.8631492168178071,0.8373766995467875,0.8500676589986468,3751.0
0.22058823529411764,0.03759398496240601,0.06423982869379015,399.0
0.714859437751004,0.6872586872586872,0.7007874015748031,259.0
0.8231615518239722,0.8231615518239722,0.8231615518239722,0.8231615518239722
0.6512948732458134,0.6138181096244122,0.6156771473589212,8635.0
0.8013264728812913,0.8231615518239722,0.808078160332654,8635.0
